station_id,timestamp,opc_pm1,opc_pm25,opc_pm10,opc_pm10_max,pms_pm25,temperature,humidity,pressure,rssi,snr,hub_rssi,hub_snr
4,2026-06-02 12:20:48,0.19,0.27,1.05,27.25,2.27,25.74,15.14,931.4227,-103,3.75,-103.0,3.75
4,2026-06-02 12:30:48,0.17,0.28,1.48,25.11,0.00,25.11,15.64,931.3137,-103,3.00,-103.0,3.0
4,2026-06-02 12:40:48,0.17,0.25,0.51,10.59,0.00,24.89,15.95,931.1891,-103,2.75,-103.0,2.75
4,2026-06-02 12:50:48,0.17,0.26,1.42,27.73,6.65,25.59,15.13,931.0524,-102,3.25,-102.0,3.25
4,2026-06-02 13:00:48,0.20,0.30,1.20,28.98,0.00,26.45,14.31,930.9455,-103,3.00,-103.0,3.0
4,2026-06-02 13:10:48,0.17,0.28,0.91,46.14,0.00,26.56,14.53,930.7667,-102,4.00,-102.0,4.0
4,2026-06-02 13:20:48,0.22,0.31,1.18,29.53,0.00,25.94,15.62,930.6672,-104,2.75,-104.0,2.75
4,2026-06-02 13:30:48,0.22,0.36,1.36,23.27,0.00,25.88,15.86,930.5593,-105,2.75,-105.0,2.75
4,2026-06-02 13:40:48,0.24,0.34,0.99,20.77,5.22,26.54,15.63,930.4398,-103,3.25,-103.0,3.25
4,2026-06-02 13:50:48,0.22,0.34,0.71,22.99,1.64,26.83,15.19,930.2914,-104,2.75,-104.0,2.75
4,2026-06-02 14:00:48,0.24,0.33,1.17,33.11,11.00,27.54,14.77,930.1538,-104,2.50,-104.0,2.5
4,2026-06-02 14:10:48,0.23,0.35,1.26,24.53,0.00,27.40,15.28,929.9892,-104,2.75,-104.0,2.75
4,2026-06-02 14:20:48,0.23,0.33,1.10,21.53,0.00,27.33,15.66,929.8292,-102,3.75,-102.0,3.75
4,2026-06-02 14:30:48,0.24,0.35,0.91,27.38,0.00,27.79,15.32,929.7326,-102,4.50,-102.0,4.5
4,2026-06-02 14:40:48,0.24,0.34,0.52,6.71,0.00,27.91,15.12,929.6111,-104,3.25,-104.0,3.25
4,2026-06-02 14:50:48,0.24,0.39,0.85,9.88,0.05,28.35,15.00,929.4568,-105,3.00,-105.0,3.0
4,2026-06-02 15:00:48,0.24,0.39,1.15,16.25,2.83,29.01,14.60,929.2864,-103,4.00,-103.0,4.0
4,2026-06-02 15:10:48,0.23,0.35,0.46,4.65,0.12,28.45,14.92,929.1628,-104,3.00,-104.0,3.0
4,2026-06-02 15:20:48,0.23,0.36,1.01,23.29,0.00,27.99,15.62,929.0436,-103,3.75,-103.0,3.75
4,2026-06-02 15:30:48,0.23,0.36,0.55,6.25,5.71,29.32,14.56,928.8745,-105,2.50,-105.0,2.5
4,2026-06-02 15:40:48,0.22,0.32,0.83,20.56,0.00,29.79,14.43,928.8419,-106,1.75,-106.0,1.75
4,2026-06-02 15:50:48,0.22,0.34,0.84,25.29,0.00,30.63,14.02,928.6929,-106,1.00,-106.0,1.0
4,2026-06-02 16:00:48,0.23,0.35,0.72,10.28,0.31,29.71,14.87,928.5492,-104,3.00,-104.0,3.0
4,2026-06-02 16:10:48,0.24,0.40,1.56,25.85,0.00,29.79,14.21,928.4189,-102,4.25,-102.0,4.25
4,2026-06-02 16:20:48,0.24,0.37,0.86,21.74,0.00,30.38,14.35,928.2141,-103,3.50,-103.0,3.5
4,2026-06-02 16:30:48,0.24,0.36,0.72,23.26,0.00,30.39,14.39,928.0292,-104,2.75,-104.0,2.75
4,2026-06-02 16:40:48,0.26,0.40,0.55,5.31,0.44,29.83,14.10,927.8554,-104,3.75,-104.0,3.75
4,2026-06-02 16:50:48,0.24,0.34,0.47,5.19,0.00,29.88,14.73,927.6570,-105,2.75,-105.0,2.75
4,2026-06-02 17:00:48,0.25,0.41,0.80,20.89,0.00,28.73,16.02,927.5692,-105,2.50,-105.0,2.5
4,2026-06-02 17:10:48,0.29,0.55,2.13,51.52,0.00,28.68,16.38,927.4979,-103,3.25,-103.0,3.25
4,2026-06-02 17:20:48,0.23,0.35,0.67,15.43,0.00,28.86,15.88,927.3587,-105,2.25,-105.0,2.25
4,2026-06-02 17:30:48,0.26,0.36,0.74,23.88,0.00,29.34,15.12,927.1329,-102,4.00,-102.0,4.0
4,2026-06-02 17:40:48,0.24,0.40,1.58,25.88,0.00,30.25,13.79,926.9536,-102,4.50,-102.0,4.5
4,2026-06-02 18:00:48,0.26,0.40,1.03,22.73,0.00,30.44,14.36,926.6619,-106,1.25,-106.0,1.25
4,2026-06-02 18:10:48,0.25,0.38,0.84,21.59,0.00,28.91,16.01,926.6028,-104,2.50,-104.0,2.5
4,2026-06-02 18:20:48,0.24,0.41,1.16,28.55,0.00,28.70,16.36,926.4546,-105,2.75,-105.0,2.75
4,2026-06-02 18:30:48,0.24,0.38,0.91,26.32,0.00,28.39,16.15,926.3583,-104,2.75,-104.0,2.75
4,2026-06-02 18:40:48,0.22,0.37,1.29,25.01,0.00,28.81,15.89,926.2200,-104,2.75,-104.0,2.75
4,2026-06-02 18:50:48,0.22,0.36,0.79,15.34,0.00,28.19,16.77,926.1470,-105,1.50,-105.0,1.5
4,2026-06-02 19:00:48,0.21,0.37,0.73,14.60,0.00,28.22,16.99,926.0725,-105,2.50,-105.0,2.5
4,2026-06-02 19:10:48,0.23,0.41,0.91,10.69,0.00,27.52,19.55,925.9814,-105,2.75,-105.0,2.75
4,2026-06-02 19:20:48,0.24,0.44,0.98,6.18,0.00,27.45,19.61,925.8814,-104,3.00,-104.0,3.0
4,2026-06-02 19:30:48,0.22,0.39,0.65,10.67,0.00,28.13,17.96,925.7775,-103,3.50,-103.0,3.5
4,2026-06-02 19:40:48,0.25,0.44,1.63,29.30,0.00,28.46,16.14,925.6423,-104,3.50,-104.0,3.5
4,2026-06-02 19:50:48,0.26,0.44,1.28,25.61,0.00,28.90,15.10,925.5321,-105,2.50,-105.0,2.5
4,2026-06-02 20:00:48,0.24,0.39,1.17,27.18,0.00,29.47,15.50,925.4980,-105,2.25,-105.0,2.25
4,2026-06-02 20:20:48,0.22,0.41,0.72,10.01,0.00,27.09,18.87,925.3978,-105,2.50,-105.0,2.5
4,2026-06-02 20:30:48,0.24,0.37,0.64,12.53,0.00,26.81,19.86,925.3510,-103,3.75,-103.0,3.75
4,2026-06-02 20:40:48,0.23,0.40,0.79,28.36,0.00,26.70,20.74,925.2540,-102,4.25,-102.0,4.25
4,2026-06-02 20:50:48,0.21,0.37,0.77,13.16,0.00,27.29,18.78,925.1634,-103,3.75,-103.0,3.75
4,2026-06-02 21:00:48,0.22,0.44,3.82,251.90,0.00,27.15,18.67,925.1210,-103,3.75,-103.0,3.75
4,2026-06-02 21:10:48,0.23,0.46,1.56,31.23,0.00,26.77,21.33,925.0748,-105,3.00,-105.0,3.0
4,2026-06-02 21:30:48,0.25,0.45,1.01,18.80,0.01,21.68,25.06,925.0288,-105,2.50,-105.0,2.5
4,2026-06-02 21:40:48,0.24,0.41,1.02,15.25,0.00,19.15,32.30,924.9536,-105,1.50,-105.0,1.5
4,2026-06-02 21:50:48,0.23,0.41,1.00,12.60,0.00,17.84,32.83,924.8419,-104,3.50,-104.0,3.5
4,2026-06-02 22:00:48,0.27,0.48,1.31,25.93,1.31,17.34,34.73,924.8413,-103,3.50,-103.0,3.5
4,2026-06-02 22:10:48,0.24,0.45,0.84,16.89,0.00,17.53,36.40,924.8474,-104,2.75,-104.0,2.75
4,2026-06-02 22:20:48,0.28,0.52,1.16,11.38,0.00,17.33,33.85,924.8315,-105,2.50,-105.0,2.5
4,2026-06-02 22:30:48,0.30,0.51,1.49,29.17,0.00,16.65,34.26,924.8227,-104,3.00,-104.0,3.0
4,2026-06-02 22:40:48,0.30,0.54,1.70,32.05,0.00,16.17,35.47,924.8370,-104,3.00,-104.0,3.0
4,2026-06-02 22:50:48,0.28,0.51,1.33,28.42,0.00,15.79,39.00,924.8317,-104,2.75,-104.0,2.75
4,2026-06-02 23:00:48,0.27,0.50,1.17,16.82,0.00,15.66,41.84,924.7800,-105,1.50,-105.0,1.5
4,2026-06-02 23:10:48,0.25,0.54,2.05,26.85,0.00,15.64,41.38,924.7472,-106,1.75,-106.0,1.75
4,2026-06-02 23:20:48,0.24,0.62,3.01,27.70,0.00,16.02,38.79,924.6723,-105,2.00,-105.0,2.0
4,2026-06-02 23:30:48,0.20,0.60,3.59,29.20,0.00,16.44,38.73,924.5948,-103,3.00,-103.0,3.0
4,2026-06-02 23:40:48,0.20,0.60,3.35,31.63,0.00,15.96,40.15,924.6015,-103,4.00,-103.0,4.0
4,2026-06-02 23:50:48,0.22,0.75,3.47,42.95,0.00,15.08,40.20,924.6169,-105,2.50,-105.0,2.5
4,2026-06-03 00:00:48,0.21,0.75,6.25,57.46,0.00,14.95,38.80,924.6516,-104,2.75,-104.0,2.75
4,2026-06-03 00:10:48,0.21,0.99,7.10,62.60,0.00,14.90,38.39,924.6316,-105,0.75,-105.0,0.75
4,2026-06-03 00:20:48,0.21,0.89,5.56,32.62,0.00,14.99,37.59,924.6454,-106,0.25,-106.0,0.25
4,2026-06-03 00:30:48,0.24,1.25,8.21,44.14,0.00,15.32,35.45,924.6036,-105,1.00,-105.0,1.0
4,2026-06-03 00:40:48,0.22,1.24,8.66,45.37,0.00,14.53,38.52,924.5902,-104,3.00,-104.0,3.0
4,2026-06-03 00:50:48,0.21,0.96,7.44,35.23,0.00,13.72,40.61,924.5170,-104,1.75,-104.0,1.75
4,2026-06-03 01:00:48,0.23,1.01,7.10,38.35,0.00,13.42,40.80,924.5487,-104,2.00,-104.0,2.0
4,2026-06-03 01:10:48,0.25,0.95,5.64,71.28,0.00,13.50,40.37,924.5729,-107,1.00,-107.0,1.0
4,2026-06-03 01:20:48,0.25,0.95,4.89,36.35,0.00,12.98,41.35,924.5816,-105,2.00,-105.0,2.0
4,2026-06-03 01:30:48,0.22,0.70,4.71,47.55,0.00,13.25,40.84,924.6457,-108,-1.00,-108.0,-1.0
4,2026-06-03 01:40:48,0.24,0.78,5.48,42.17,0.00,12.38,42.38,924.7585,-103,3.75,-103.0,3.75
4,2026-06-03 01:50:48,0.24,0.72,4.17,40.40,9.41,11.98,42.42,924.7990,-105,2.25,-105.0,2.25
4,2026-06-03 02:00:48,0.24,0.80,5.26,57.42,41.27,12.45,40.51,924.9238,-103,3.25,-103.0,3.25
4,2026-06-03 02:10:48,0.24,0.83,5.16,52.91,28.90,13.14,37.55,924.8684,-103,3.00,-103.0,3.0
4,2026-06-03 02:20:48,0.24,0.74,3.89,37.34,38.72,12.73,39.76,924.7713,-103,3.50,-103.0,3.5
4,2026-06-03 02:40:48,0.26,0.76,3.93,34.41,58.40,12.21,41.95,924.8621,-102,3.75,-102.0,3.75
4,2026-06-03 02:50:48,0.26,0.81,5.34,32.82,60.90,12.00,41.46,924.8782,-102,3.50,-102.0,3.5
4,2026-06-03 03:00:48,0.31,0.77,3.81,48.49,73.09,11.33,45.96,924.7823,-103,3.25,-103.0,3.25
4,2026-06-03 03:10:48,0.35,0.85,4.28,35.74,98.99,10.43,50.04,924.6813,-102,3.25,-102.0,3.25
4,2026-06-03 03:20:48,0.37,0.87,4.67,34.40,87.26,10.12,50.59,924.5994,-102,2.00,-102.0,2.0
4,2026-06-03 03:40:48,0.43,0.88,4.97,40.19,54.05,8.96,55.12,924.4813,-103,3.00,-103.0,3.0
4,2026-06-03 03:50:48,0.45,0.96,2.97,31.69,67.98,9.07,55.12,924.4168,-103,3.50,-103.0,3.5
4,2026-06-03 04:00:48,0.45,0.90,4.35,38.76,52.61,8.24,57.45,924.3730,-103,3.00,-103.0,3.0
4,2026-06-03 04:10:47,0.45,0.95,4.98,42.24,55.68,7.86,61.20,924.3843,-103,3.00,-103.0,3.0
4,2026-06-03 04:20:47,0.42,0.94,3.93,35.67,47.40,7.65,60.79,924.4298,-103,2.75,-103.0,2.75
4,2026-06-03 04:30:47,0.47,0.97,4.41,52.79,36.11,7.31,62.07,924.5455,-102,3.75,-102.0,3.75
4,2026-06-03 04:40:47,0.42,0.84,4.55,27.57,77.24,6.86,61.72,924.5933,-102,3.50,-102.0,3.5
4,2026-06-03 04:50:47,0.39,0.75,3.35,30.37,73.32,6.52,63.55,924.5301,-103,2.75,-103.0,2.75
4,2026-06-03 05:00:47,0.39,0.80,2.38,25.18,87.13,6.73,64.01,924.4452,-104,2.25,-104.0,2.25
4,2026-06-03 05:10:47,0.40,0.77,2.55,24.40,55.16,6.90,61.07,924.4004,-105,1.00,-105.0,1.0
4,2026-06-03 05:20:47,0.44,0.91,3.97,45.95,64.89,6.48,63.68,924.3266,-104,2.25,-104.0,2.25
4,2026-06-03 05:30:47,0.38,0.81,2.71,27.24,71.43,6.46,62.96,924.3129,-103,2.75,-103.0,2.75
4,2026-06-03 05:40:47,0.38,0.79,3.26,38.69,62.04,6.74,62.22,924.3991,-103,3.00,-103.0,3.0
4,2026-06-03 06:00:47,0.37,0.71,2.68,23.99,40.94,7.50,59.41,924.3823,-103,3.00,-103.0,3.0
4,2026-06-03 06:10:47,0.37,0.78,2.93,34.15,37.87,7.57,59.98,924.4334,-101,3.25,-101.0,3.25
4,2026-06-03 06:20:47,0.43,0.83,4.82,39.59,49.02,8.45,60.27,924.4882,-102,3.50,-102.0,3.5
4,2026-06-03 06:30:47,0.44,0.83,5.96,327.67,12.31,8.85,57.93,924.4488,-102,2.75,-102.0,2.75
4,2026-06-03 06:40:47,0.47,0.79,2.89,27.71,18.62,8.96,56.01,924.4419,-102,2.75,-102.0,2.75
4,2026-06-03 06:50:47,0.42,0.70,1.92,41.40,10.10,10.07,51.12,924.5078,-102,3.00,-102.0,3.0
4,2026-06-03 07:00:47,0.41,0.73,2.09,23.31,0.68,10.77,47.49,924.5065,-103,3.25,-103.0,3.25
4,2026-06-03 07:10:47,0.45,0.79,2.36,22.80,0.05,10.83,49.28,924.4866,-103,3.00,-103.0,3.0
4,2026-06-03 07:20:47,0.39,0.72,2.45,31.23,12.89,11.38,47.50,924.4747,-103,2.75,-103.0,2.75
4,2026-06-03 07:30:47,0.38,0.68,2.93,24.98,17.41,12.48,43.58,924.4347,-102,3.00,-102.0,3.0
4,2026-06-03 07:40:47,0.35,0.70,3.02,26.63,0.61,13.99,39.41,924.4035,-102,4.00,-102.0,4.0
4,2026-06-03 07:50:47,0.36,0.67,2.87,30.41,4.92,15.11,35.99,924.3510,-102,3.25,-102.0,3.25
4,2026-06-03 08:00:47,0.35,0.67,3.30,32.43,2.22,15.66,34.42,924.3789,-103,3.25,-103.0,3.25
4,2026-06-03 08:10:47,0.38,0.73,3.46,40.10,0.54,15.00,36.99,924.3609,-103,3.25,-103.0,3.25
4,2026-06-03 08:20:47,0.37,0.72,2.05,21.52,6.97,14.27,37.57,924.3052,-102,4.25,-102.0,4.25
4,2026-06-03 08:30:47,0.44,0.84,4.31,49.16,7.14,14.63,37.82,924.2664,-102,3.50,-102.0,3.5
4,2026-06-03 08:40:47,0.39,0.79,4.07,42.58,3.64,15.32,36.24,924.2248,-101,4.25,-101.0,4.25
4,2026-06-03 08:50:47,0.37,0.77,3.47,33.59,13.83,16.50,33.38,924.1354,-101,4.50,-101.0,4.5
4,2026-06-03 09:00:47,0.36,0.73,3.11,35.83,0.00,16.94,33.26,924.0373,-102,4.25,-102.0,4.25
4,2026-06-03 09:10:47,0.38,0.89,4.68,36.44,0.00,18.57,30.66,923.8973,-102,3.50,-102.0,3.5
4,2026-06-03 09:20:47,0.38,0.80,3.17,39.65,0.00,19.67,29.28,923.8149,-104,3.25,-104.0,3.25
4,2026-06-03 09:30:47,0.40,0.81,2.83,35.25,0.00,20.54,27.98,923.6927,-105,2.50,-105.0,2.5
4,2026-06-03 09:40:47,0.31,0.66,3.01,39.03,0.00,20.38,28.03,923.6525,-106,1.25,-106.0,1.25
4,2026-06-03 09:50:47,0.28,0.55,2.04,33.93,1.10,20.00,28.36,923.5947,-105,2.50,-105.0,2.5
4,2026-06-03 10:00:47,0.28,0.55,1.45,19.38,1.25,19.79,28.15,923.5671,-102,4.00,-102.0,4.0
4,2026-06-03 10:10:47,0.27,0.57,2.52,35.06,3.91,19.95,27.68,923.5306,-102,4.50,-102.0,4.5
4,2026-06-03 10:20:47,0.31,0.65,1.26,14.40,0.36,20.01,27.28,923.4928,-104,2.00,-104.0,2.0
4,2026-06-03 10:30:47,0.28,0.51,1.73,32.23,1.42,20.07,27.47,923.4168,-103,3.25,-103.0,3.25
4,2026-06-03 10:40:47,0.34,0.60,1.49,44.13,0.25,21.06,26.49,923.3448,-106,1.25,-106.0,1.25
4,2026-06-03 10:50:47,0.27,0.59,2.04,22.24,2.09,21.84,25.63,923.3068,-107,0.00,-107.0,0.0
4,2026-06-03 11:00:47,0.27,0.52,1.81,29.63,2.76,22.71,25.29,923.2577,-103,3.75,-103.0,3.75
4,2026-06-03 11:10:47,0.26,0.44,2.06,34.59,0.71,23.70,24.12,923.1622,-105,1.25,-105.0,1.25
4,2026-06-03 11:20:47,0.31,0.60,1.54,26.56,2.33,24.34,23.33,923.0057,-108,-4.00,-108.0,-4.0
4,2026-06-03 11:30:47,0.28,0.59,1.94,30.84,5.53,23.92,23.70,922.9242,-104,4.00,-104.0,4.0
4,2026-06-03 11:40:47,0.22,0.44,1.17,20.43,5.61,23.30,24.62,922.8230,-104,3.50,-104.0,3.5
4,2026-06-03 11:50:47,0.20,0.43,1.56,18.69,1.76,23.49,24.17,922.7057,-104,2.75,-104.0,2.75
4,2026-06-03 12:00:47,0.23,0.47,1.16,22.87,0.55,24.40,23.31,922.5545,-104,3.75,-104.0,3.75
4,2026-06-03 12:10:47,0.21,0.41,1.80,21.73,1.29,24.64,23.15,922.4288,-103,4.00,-103.0,4.0
4,2026-06-03 12:20:47,0.22,0.48,2.18,21.51,0.09,24.53,23.62,922.3448,-104,2.00,-104.0,2.0
4,2026-06-03 12:30:47,0.22,0.50,1.67,26.46,2.32,24.82,23.37,922.2898,-106,1.75,-106.0,1.75
4,2026-06-03 12:40:47,0.22,0.46,1.75,23.37,0.00,25.79,21.98,922.2242,-103,3.00,-103.0,3.0
4,2026-06-03 12:50:47,0.22,0.48,1.20,25.26,0.00,26.05,21.16,922.1000,-103,3.75,-103.0,3.75
4,2026-06-03 13:00:47,0.22,0.41,1.06,26.84,0.00,26.33,20.47,921.9838,-103,3.25,-103.0,3.25
4,2026-06-03 13:10:47,0.23,0.42,1.39,22.34,1.55,26.61,19.18,921.8488,-103,3.75,-103.0,3.75
4,2026-06-03 13:20:47,0.24,0.44,1.08,26.29,0.00,26.96,17.99,921.7103,-103,4.25,-103.0,4.25
4,2026-06-03 13:30:47,0.26,0.40,0.81,16.50,0.00,27.30,17.52,921.6152,-103,3.25,-103.0,3.25
4,2026-06-03 13:40:47,0.25,0.42,0.83,16.71,0.00,27.44,17.59,921.5134,-104,3.50,-104.0,3.5
4,2026-06-03 13:50:47,0.27,0.46,1.26,24.43,0.00,27.73,17.54,921.3496,-104,3.50,-104.0,3.5
4,2026-06-03 14:00:47,0.24,0.42,1.37,21.80,0.00,27.72,18.04,921.2687,-103,4.25,-103.0,4.25
4,2026-06-03 14:10:47,0.27,0.50,1.31,22.32,0.00,27.99,17.79,921.1874,-105,2.50,-105.0,2.5
4,2026-06-03 14:20:47,0.26,0.45,1.61,26.41,0.00,28.74,17.35,921.0836,-103,3.75,-103.0,3.75
4,2026-06-03 14:30:47,0.27,0.46,1.40,16.97,0.00,29.42,16.16,920.9746,-103,4.00,-103.0,4.0
4,2026-06-03 14:40:47,0.30,0.49,1.73,30.78,0.00,29.76,15.70,920.8425,-102,4.25,-102.0,4.25
4,2026-06-03 14:50:47,0.28,0.48,1.28,16.42,0.00,29.70,15.92,920.7584,-103,4.00,-103.0,4.0
4,2026-06-03 15:00:47,0.29,0.52,1.44,11.29,0.00,30.22,15.71,920.6919,-103,4.50,-103.0,4.5
4,2026-06-03 15:10:47,0.27,0.46,1.06,26.42,0.00,30.48,15.24,920.5870,-105,2.50,-105.0,2.5
4,2026-06-03 15:20:47,0.29,0.51,1.29,23.97,0.00,30.80,14.86,920.4596,-103,4.50,-103.0,4.5
4,2026-06-03 15:30:47,0.26,0.50,2.53,24.71,0.00,31.01,14.16,920.3455,-105,2.50,-105.0,2.5
4,2026-06-03 15:40:47,0.26,0.46,1.81,28.91,0.00,31.60,14.00,920.2375,-107,1.25,-107.0,1.25
4,2026-06-03 15:50:47,0.30,0.63,2.62,122.64,0.00,33.10,13.75,920.1070,-106,1.75,-106.0,1.75
4,2026-06-03 16:00:47,0.32,0.56,1.17,23.74,0.00,32.33,14.10,919.9235,-106,1.75,-106.0,1.75
4,2026-06-03 16:10:47,0.29,0.91,4.90,90.74,0.00,30.05,16.04,919.7606,-107,-0.25,-107.0,-0.25
4,2026-06-03 16:20:47,0.28,0.49,1.40,16.10,0.00,30.96,14.26,919.7087,-107,0.50,-107.0,0.5
4,2026-06-03 16:30:47,0.30,0.57,1.64,31.66,0.00,31.41,13.66,919.6456,-107,0.25,-107.0,0.25
4,2026-06-03 16:40:47,0.29,0.54,1.58,24.05,0.00,30.90,14.00,919.5582,-104,3.50,-104.0,3.5
4,2026-06-03 16:50:47,0.26,0.50,1.86,26.96,0.00,31.11,13.96,919.4770,-106,1.25,-106.0,1.25
4,2026-06-03 17:00:47,0.25,0.41,1.44,25.76,0.00,31.72,13.49,919.3832,-106,1.75,-106.0,1.75
4,2026-06-03 17:10:47,0.26,0.50,1.65,22.91,0.00,31.37,13.90,919.3041,-103,4.00,-103.0,4.0
4,2026-06-03 17:20:47,0.26,0.56,2.81,39.35,0.00,32.76,11.71,919.1447,-103,3.75,-103.0,3.75
4,2026-06-03 17:30:47,0.25,0.54,2.15,26.01,0.00,33.19,11.10,919.0312,-102,4.50,-102.0,4.5
4,2026-06-03 17:40:47,0.22,0.54,3.49,46.19,0.00,31.81,11.45,918.8403,-102,4.25,-102.0,4.25
4,2026-06-03 17:50:47,0.48,2.92,17.16,327.67,0.00,31.77,11.03,918.7321,-104,1.75,-104.0,1.75
4,2026-06-03 18:00:47,0.28,0.98,4.93,108.95,0.00,31.69,10.93,918.6107,-103,3.50,-103.0,3.5
4,2026-06-03 18:10:47,0.23,0.54,5.90,327.67,0.00,31.33,11.35,918.5246,-104,3.25,-104.0,3.25
4,2026-06-03 18:20:47,0.26,0.83,4.00,115.73,0.00,31.26,11.01,918.4347,-102,4.25,-102.0,4.25
4,2026-06-03 18:30:47,0.44,2.77,12.04,327.67,0.00,31.23,10.88,918.3452,-103,4.25,-103.0,4.25
4,2026-06-03 18:40:47,0.53,3.28,14.76,286.75,0.00,30.10,12.08,918.3384,-104,3.75,-104.0,3.75
4,2026-06-03 18:50:47,0.23,0.69,4.07,40.08,0.00,30.85,11.22,918.2948,-104,3.50,-104.0,3.5
4,2026-06-03 19:00:47,0.72,5.51,28.99,327.67,0.00,30.60,11.12,918.2100,-102,5.00,-102.0,5.0
4,2026-06-03 19:10:47,0.98,7.95,38.07,327.67,0.00,30.71,10.88,918.1318,-104,2.75,-104.0,2.75
4,2026-06-03 19:20:47,0.27,0.97,4.11,73.50,0.00,30.42,11.02,918.1288,-102,3.75,-102.0,3.75
4,2026-06-03 19:30:47,0.77,5.63,27.03,327.67,0.00,30.44,10.92,918.0870,-103,1.75,-103.0,1.75
4,2026-06-03 19:40:47,6.14,58.16,268.22,327.67,0.00,29.98,11.69,917.9942,-105,1.75,-105.0,1.75
4,2026-06-03 19:50:47,3.52,31.95,159.40,327.67,0.00,29.26,11.83,917.9108,-102,3.50,-102.0,3.5
4,2026-06-03 20:10:47,11.47,110.57,327.67,327.67,0.00,28.41,12.88,917.8786,-102,4.50,-102.0,4.5
4,2026-06-03 20:20:47,6.53,62.59,292.84,327.67,0.00,27.97,13.43,917.9704,-105,1.00,-105.0,1.0
4,2026-06-03 20:30:47,4.06,37.00,171.93,327.67,0.00,27.76,13.84,918.0493,-102,4.00,-102.0,4.0
4,2026-06-03 20:50:47,4.03,37.69,182.86,327.67,0.00,26.72,13.82,918.0579,-102,4.50,-102.0,4.5
4,2026-06-03 21:00:47,1.18,10.14,54.27,327.67,0.00,25.96,14.64,918.1016,-104,3.00,-104.0,3.0
4,2026-06-03 21:10:47,1.56,12.92,61.75,327.67,0.00,26.40,14.00,918.1261,-104,2.75,-104.0,2.75
4,2026-06-03 21:20:47,0.58,3.40,13.64,225.41,0.00,25.86,14.28,918.1077,-103,4.00,-103.0,4.0
4,2026-06-03 21:30:47,1.08,7.20,32.81,327.67,0.00,26.99,13.26,918.1093,-104,2.75,-104.0,2.75
4,2026-06-03 21:40:47,0.64,4.09,18.83,234.63,0.00,23.58,16.31,918.0995,-107,-0.50,-107.0,-0.5
4,2026-06-03 21:50:47,2.76,24.77,126.47,327.67,0.00,23.05,16.65,918.0450,-105,1.75,-105.0,1.75
4,2026-06-03 22:10:47,1.67,14.69,81.82,327.67,0.00,21.68,18.58,917.9287,-106,0.75,-106.0,0.75
4,2026-06-03 22:20:47,6.44,69.63,327.67,327.67,3.82,21.72,18.26,917.8736,-105,1.75,-105.0,1.75
4,2026-06-03 22:30:47,7.08,74.99,327.67,327.67,0.00,20.70,19.63,917.8644,-108,-1.00,-108.0,-1.0
4,2026-06-03 22:50:47,0.32,0.80,3.10,29.32,0.00,19.87,20.74,918.0897,-109,-4.25,-109.0,-4.25
4,2026-06-03 23:00:47,0.38,1.28,7.15,30.54,0.00,19.08,23.99,918.1878,-108,-1.25,-108.0,-1.25
4,2026-06-03 23:10:47,0.37,1.31,8.58,83.61,0.00,17.91,26.99,918.1757,-106,1.25,-106.0,1.25
4,2026-06-03 23:20:47,0.34,0.93,4.90,47.56,0.00,17.44,27.59,918.1948,-107,0.75,-107.0,0.75
4,2026-06-03 23:30:47,0.38,1.17,6.37,35.27,0.00,16.73,30.79,918.3101,-103,3.25,-103.0,3.25
4,2026-06-03 23:40:47,0.39,1.21,9.55,93.00,0.00,16.43,31.49,918.4379,-106,0.75,-106.0,0.75
4,2026-06-03 23:50:47,0.39,1.20,7.99,57.89,0.00,16.19,31.10,918.4973,-105,1.50,-105.0,1.5
4,2026-06-04 00:00:47,0.40,1.13,9.84,50.95,0.00,16.32,32.84,918.5743,-105,1.50,-105.0,1.5
4,2026-06-04 00:10:47,0.37,0.97,6.05,43.76,0.00,16.44,31.46,918.5756,-105,0.50,-105.0,0.5
4,2026-06-04 00:20:47,0.66,4.71,22.43,327.67,0.00,16.73,29.93,918.5784,-104,3.00,-104.0,3.0
4,2026-06-04 00:30:47,0.35,0.78,3.94,30.99,0.00,16.92,29.91,918.6028,-104,2.75,-104.0,2.75
4,2026-06-04 00:40:47,0.36,1.21,7.12,114.35,0.00,16.66,29.58,918.5814,-105,2.50,-105.0,2.5
4,2026-06-04 00:50:47,0.61,4.02,22.37,260.60,0.00,16.89,28.50,918.5405,-103,3.50,-103.0,3.5
4,2026-06-04 01:00:47,2.05,22.96,123.64,327.67,0.00,16.84,28.24,918.5581,-104,3.75,-104.0,3.75
4,2026-06-04 01:10:47,0.62,4.57,25.81,327.67,0.00,16.65,29.31,918.6215,-104,2.50,-104.0,2.5
4,2026-06-04 01:20:47,1.20,12.19,65.46,327.67,0.00,16.57,29.31,918.6270,-107,1.25,-107.0,1.25
4,2026-06-04 01:30:47,0.39,1.40,8.69,155.51,0.00,16.27,30.56,918.7047,-107,0.50,-107.0,0.5
4,2026-06-04 01:40:47,0.39,1.25,9.75,58.63,2.14,16.01,31.90,918.8764,-106,1.00,-106.0,1.0
4,2026-06-04 01:50:47,0.41,1.34,9.07,67.73,4.22,15.57,33.48,918.9216,-105,1.25,-105.0,1.25
4,2026-06-04 02:00:47,0.40,1.21,8.53,50.72,3.72,15.59,32.58,918.8794,-105,2.00,-105.0,2.0
